x,y,z,time
0.4851, 0.4704, 0.5936, 1702255776.6014044
0.4851, 0.4704, 0.5936, 1702255776.7779264
0.4851, 0.4714, 0.5926, 1702255776.8001664
0.4851, 0.4704, 0.5936, 1702255776.9001787
0.4851, 0.4704, 0.5926, 1702255777.0001428
0.4851, 0.4704, 0.5936, 1702255777.100319
0.4851, 0.4704, 0.5926, 1702255777.2002099
0.4851, 0.4704, 0.5926, 1702255777.300249
0.4851, 0.4714, 0.5926, 1702255777.4001508
0.4841, 0.4714, 0.5936, 1702255777.5002697
0.4851, 0.4714, 0.5936, 1702255777.6003468
0.4851, 0.4714, 0.5936, 1702255777.7003639
0.4851, 0.4704, 0.5926, 1702255777.8006864
0.4851, 0.4714, 0.5936, 1702255777.9002993
0.4851, 0.4704, 0.5926, 1702255778.0002754
0.4851, 0.4704, 0.5936, 1702255778.1002662
0.4841, 0.4714, 0.5926, 1702255778.2002165
0.4851, 0.4704, 0.5936, 1702255778.3001726
0.4851, 0.4714, 0.5936, 1702255778.4002128
0.4851, 0.4714, 0.5926, 1702255778.5002763
0.4851, 0.4714, 0.5926, 1702255778.6002913
0.4851, 0.4714, 0.5936, 1702255778.7002077
0.4851, 0.4704, 0.5936, 1702255778.8006077
0.4851, 0.4704, 0.5926, 1702255778.9002817
0.4851, 0.4704, 0.5936, 1702255779.0007033
0.4851, 0.4714, 0.5936, 1702255779.1005843
0.4851, 0.4714, 0.5936, 1702255779.2002368
0.4851, 0.4714, 0.5926, 1702255779.3003395
0.4851, 0.4704, 0.5936, 1702255779.400178
0.4851, 0.4704, 0.5936, 1702255779.500226
0.4841, 0.4714, 0.5936, 1702255779.6002045
0.4851, 0.4704, 0.5936, 1702255779.7002673
0.4851, 0.4714, 0.5936, 1702255779.8001533
0.4851, 0.4714, 0.5936, 1702255779.9001544
0.4851, 0.4704, 0.5926, 1702255780.0003977
0.4851, 0.4714, 0.5936, 1702255780.100238
0.4851, 0.4714, 0.5936, 1702255780.2005472
0.4851, 0.4704, 0.5936, 1702255780.300504
0.4851, 0.4714, 0.5936, 1702255780.4002905
0.4851, 0.4704, 0.5936, 1702255780.5002756
0.4851, 0.4714, 0.5936, 1702255780.6002238
0.4851, 0.4714, 0.5936, 1702255780.7002563
0.4851, 0.4704, 0.5926, 1702255780.8002095
0.4851, 0.4714, 0.5936, 1702255780.9001493
0.4851, 0.4704, 0.5936, 1702255781.0002215
0.4851, 0.4704, 0.5936, 1702255781.1003225
0.4851, 0.4704, 0.5936, 1702255781.2003803
0.4851, 0.4704, 0.5936, 1702255781.3005416
0.4851, 0.4704, 0.5926, 1702255781.4003205
0.4851, 0.4704, 0.5936, 1702255781.5006914
0.4851, 0.4714, 0.5936, 1702255781.6007245
0.4851, 0.4714, 0.5936, 1702255781.7002378
0.4851, 0.4714, 0.5936, 1702255781.8002272
0.4851, 0.4704, 0.5936, 1702255781.9001832
0.4851, 0.4704, 0.5936, 1702255782.000248
0.4841, 0.4704, 0.5936, 1702255782.100213
0.4851, 0.4714, 0.5926, 1702255782.2002416
0.4851, 0.4704, 0.5926, 1702255782.300237
0.4851, 0.4714, 0.5936, 1702255782.4004955
0.4851, 0.4704, 0.5936, 1702255782.500343
0.4851, 0.4704, 0.5936, 1702255782.6002278
0.4851, 0.4714, 0.5936, 1702255782.7002354
0.4851, 0.4714, 0.5936, 1702255782.800662
0.4851, 0.4704, 0.5926, 1702255782.9002829
0.4851, 0.4714, 0.5926, 1702255783.000492
0.4851, 0.4704, 0.5936, 1702255783.1002443
0.4851, 0.4714, 0.5936, 1702255783.2002258
0.4851, 0.4714, 0.5936, 1702255783.300233
0.4851, 0.4714, 0.5926, 1702255783.4001713
0.4851, 0.4714, 0.5936, 1702255783.5001848
0.4851, 0.4714, 0.5936, 1702255783.6002584
0.4851, 0.4714, 0.5936, 1702255783.7004244
0.4851, 0.4714, 0.5936, 1702255783.8003976
0.4851, 0.4714, 0.5936, 1702255783.9002347
0.4851, 0.4704, 0.5926, 1702255784.000712
0.4851, 0.4704, 0.5936, 1702255784.100706
0.4851, 0.4704, 0.5936, 1702255784.200195
0.4851, 0.4714, 0.5936, 1702255784.3003144
0.4851, 0.4714, 0.5936, 1702255784.400209
0.4851, 0.4714, 0.5926, 1702255784.500271
0.4851, 0.4704, 0.5936, 1702255784.6002116
0.4851, 0.4704, 0.5926, 1702255784.70026
0.4841, 0.4714, 0.5936, 1702255784.8001983
0.4851, 0.4704, 0.5926, 1702255784.9001727
0.4851, 0.4714, 0.5936, 1702255785.000385
0.4851, 0.4704, 0.5936, 1702255785.100252
0.4851, 0.4714, 0.5936, 1702255785.20023
0.4851, 0.4704, 0.5936, 1702255785.300559
0.4851, 0.4704, 0.5936, 1702255785.4002273
0.4851, 0.4704, 0.5936, 1702255785.5002785
0.4851, 0.4704, 0.5936, 1702255785.6002362
0.4851, 0.4704, 0.5936, 1702255785.7002683
0.4851, 0.4704, 0.5936, 1702255785.8002076
0.4851, 0.4704, 0.5936, 1702255785.9001307
0.4851, 0.4704, 0.5926, 1702255786.000313
0.4851, 0.4704, 0.5936, 1702255786.1002386
0.4851, 0.4704, 0.5936, 1702255786.2004206
0.4851, 0.4714, 0.5936, 1702255786.3003802
0.4851, 0.4704, 0.5926, 1702255786.4002225
0.4851, 0.4714, 0.5926, 1702255786.5006802
0.4851, 0.4704, 0.5936, 1702255786.6008043
0.4851, 0.4714, 0.5926, 1702255786.700232
0.4851, 0.4714, 0.5936, 1702255786.8003345
0.4851, 0.4704, 0.5936, 1702255786.90031
0.4851, 0.4704, 0.5936, 1702255787.0001848
0.4851, 0.4704, 0.5926, 1702255787.1002202
0.4851, 0.4704, 0.5936, 1702255787.2002037
0.4851, 0.4704, 0.5936, 1702255787.3002667
0.4851, 0.4704, 0.5936, 1702255787.4001818
0.4851, 0.4714, 0.5926, 1702255787.5004418
0.4851, 0.4714, 0.5936, 1702255787.600259
0.4851, 0.4704, 0.5926, 1702255787.7003176
0.4851, 0.4704, 0.5936, 1702255787.8005266
0.4851, 0.4714, 0.5936, 1702255787.9003096
0.4851, 0.4714, 0.5926, 1702255788.0002534
0.4851, 0.4704, 0.5936, 1702255788.1002553
0.4851, 0.4704, 0.5926, 1702255788.200214
0.4851, 0.4714, 0.5936, 1702255788.3001869
0.4851, 0.4704, 0.5926, 1702255788.4001617
0.4851, 0.4714, 0.5926, 1702255788.5001802
0.4851, 0.4714, 0.5936, 1702255788.6002154
0.4851, 0.4704, 0.5936, 1702255788.7007406
0.4851, 0.4704, 0.5936, 1702255788.8004134
0.4851, 0.4714, 0.5926, 1702255788.9002516
0.4851, 0.4714, 0.5936, 1702255789.0006883
0.4851, 0.4714, 0.5945, 1702255789.1003304
